treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,interval,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub,subset
Grazed,47,3.850147622986654,1.001702695386215,6.855654600401044,p47,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,28,3.332204545889489,0.23258562757437687,5.291502622129181,p48,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,87,4.465908130148836,2.6208965223585055,9.327379053088816,p48,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p48,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,32,3.465735934049726,0.3945050102716059,5.656854249492381,p48,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p48,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,78,4.356708839510104,2.2565779112897397,8.831760866327848,p48,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,425,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,425,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,16,2.772588784739779,-0.25317252051731026,4,425,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,425,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,26,3.2580965764830196,0.15162593622576234,5.0990195135927845,425,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,425,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,21,3.0445224853424695,-0.050773292145773974,4.58257569495584,426,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,15,2.7080502677688743,-0.29365236619161755,3.872983346207417,426,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,73,4.290459454847021,2.0541786829182036,8.54400374531753,426,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,70,4.248495256335073,1.9327391458952818,8.366600265340756,426,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,59,4.077537460854872,1.487460843477902,7.681145747868608,426,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,63,4.143134742264548,1.649380226175131,7.937253933193772,426,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,429,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,22,3.09104249881286,-0.01029344647146671,4.69041575982343,429,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,20,2.9957323235539897,-0.09125313782008124,4.47213595499958,429,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,42,3.7376696420928917,0.7993034670146785,6.48074069840786,429,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,8,2.079441666679828,-0.5770112859117684,2.8284271247461903,429,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,46,3.828641418228225,0.9612228497119075,6.782329983125268,429,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,44,3.7841896566455335,0.880263158363293,6.6332495807108,431,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,431,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,431,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,431,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,13,2.5649494343846104,-0.3746120575402321,3.605551275463989,431,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,41,3.7135720910945516,0.7588236213403713,6.4031242374328485,431,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,448,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,18,2.890371813451719,-0.17221282916869576,4.242640687119285,448,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,448,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,13,2.5649494343846104,-0.3746120575402321,3.605551275463989,448,w,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,448,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,20,2.9957323235539897,-0.09125313782008124,4.47213595499958,448,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,455,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Grazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,455,w,2019,Two years,Goat,y4,b2,n0,o0,t1,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,455,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,455,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,455,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,455,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,455,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,455,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,458,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,60,4.094344578888768,1.5279406891522092,7.745966692414834,458,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,49,3.8918203185187896,1.0826623867348293,7,458,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,124,4.820281573669553,4.118650812307874,11.135528725660043,458,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,74,4.304065106717683,2.094658528592511,8.602325267042627,458,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,91,4.510859517505861,2.782815905055734,9.539392014169456,458,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,91,4.510859517505861,2.782815905055734,9.539392014169456,458,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,57,4.04305128537841,1.4065011521292874,7.54983443527075,458,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,459,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,64,4.1588830989846715,1.6898600718494383,8,459,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,20,2.9957323235539897,-0.09125313782008124,4.47213595499958,459,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,56,4.025351708592292,1.3660213064549802,7.483314773547883,459,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,40,3.688879479113936,0.718343775666064,6.324555320336759,459,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,63,4.143134742264548,1.649380226175131,7.937253933193772,459,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,67,4.204692634316339,1.81129960887236,8.18535277187245,459,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,62,4.127134401174124,1.6089003805008237,7.874007874011811,459,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,19,2.944439031798018,-0.1317329834943885,4.358898943540674,460,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,80,4.382026647173881,2.3375376026383545,8.94427190999916,460,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,460,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,72,4.2766661329049445,2.013698837243896,8.48528137423857,460,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,48,3.871201031741224,1.042182541060522,6.928203230275509,460,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,19,2.944439031798018,-0.1317329834943885,4.358898943540674,460,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,41,3.7135720910945516,0.7588236213403713,6.4031242374328485,460,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,37,3.610917939671251,0.5969042386431422,6.082762530298219,460,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,461,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,461,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,461,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,461,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,461,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,461,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,15,2.7080502677688743,-0.29365236619161755,3.872983346207417,464,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,19,2.944439031798018,-0.1317329834943885,4.358898943540674,464,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,464,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,31,3.4339872367432105,0.35402516459729866,5.5677643628300215,464,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,464,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,17,2.833213402879744,-0.21269267484300303,4.123105625617661,464,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,464,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,31,3.4339872367432105,0.35402516459729866,5.5677643628300215,464,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,469,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Grazed,8,2.079441666679828,-0.5770112859117684,2.8284271247461903,469,w,2019,One year,Goat,y4,b1,n0,o1,t0,abun_frb,frb
Ungrazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,469,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Grazed,13,2.5649494343846104,-0.3746120575402321,3.605551275463989,469,w,2020,One year,Sheep,y5,b1,n0,o1,t0,abun_frb,frb
Ungrazed,24,3.1780538720146114,0.07066624487714782,4.898979485566356,469,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,19,2.944439031798018,-0.1317329834943885,4.358898943540674,469,w,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,47,3.850147622986654,1.001702695386215,6.855654600401044,469,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,65,4.174387285280252,1.7303399175237455,8.06225774829855,469,w,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,0,-13.815510557964274,-0.9008500513062264,0,p38,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,0,-13.815510557964274,-0.9008500513062264,0,p29,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,0,-13.815510557964274,-0.9008500513062264,0,p40,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
